Youtube,Link,ProjectName,Developer,AreaName,PropertyType,StartingPrice,ImageLink,"Lat,Lng",Language,Tours,PDF,RedSticker,Green Sticker,New/Hot,Free Sticker,Tags,LifeStyle,Handover,Payment Plan,Bedrooms,LinkRu,LinkAr
https://youtu.be/27mz2gfuNDM,https://opr.ae/projects/damac-canal-heights-by-de-grisogono-in-business-bay-dubai-for-sale,DAMAC Canal Heights (Chic Tower 2),DAMAC,Business Bay,Apartments,1250000,https://i.1.creatium.io/db/d9/24/877e0372c23f0f4cc8185c07cd995aa1f8/header.jpg,"25.183703, 55.279234",EN,N/A,https://cdn.opr.ae/brochures/damac-canal-heights.pdf,80/20 Payment Plan,N/A,N/A,N/A,N/A,"Dubai Luxury Living, Waterfront Living, Branded Residences",Q4 2027,80/20 Payment Plan,N/A,Error,Error
https://youtu.be/JAeKE-5xvqs,https://opr.ae/projects/district-one-west-villas-and-mansions-for-sale-in-dubai,District One West,Meydan,MBR City,"Villas, Mansions",7500000,https://i.1.creatium.io/8f/32/c2/4aa7600bdcfb5bc36603b6f9ce1b9a5f11/header.jpg,"25.171113, 55.276698",EN,N/A,https://cdn.opr.ae/brochures/district-one-west.pdf,80/20 Payment Plan,N/A,N/A,N/A,N/A,"Waterfront Living, Beachfront Living",Q1 2027,80/20 Payment Plan,N/A,https://opr.ae/ru/projects/district-one-west-villas-and-mansions-for-sale-in-dubai,https://opr.ae/ar/projects/district-one-west-villas-and-mansions-for-sale-in-dubai
https://youtu.be/mAM0LL8FymE,https://opr.ae/projects/taraf-luce-apartments-penthouses-for-sale-on-palm-jumeirah-dubai,Taraf LUCE Palm Jumeirah,Taraf,Palm Jumeirah,"Apartments, Penthouses",7000000,https://i.1.creatium.io/08/9c/e4/6ee9451ea9f36137e9ba71119331de49fb/header.jpg,"25.132848, 55.150878",EN,N/A,https://cdn.opr.ae/brochures/luce.pdf,60/40 Payment Plan,N/A,N/A,N/A,N/A,"Waterfront Living, Beachfront Living",N/A,60/40 Payment Plan,N/A,https://opr.ae/ru/projects/taraf-luce-apartments-penthouses-for-sale-on-palm-jumeirah-dubai,https://opr.ae/ar/projects/taraf-luce-apartments-penthouses-for-sale-on-palm-jumeirah-dubai
https://youtu.be/r5PpXSWCjG8,https://opr.ae/projects/madinat-jumeirah-living-jomana-mjl-apartments-for-sale-in-dubai-by-meraas,Jomana at Madinat Jumeirah Living (MJL),Meraas,Madinat Jumeirah,Apartments,1910000,https://i.1.creatium.io/a7/e3/09/39d1f255eedf7ccca085280f067ae7dffd/header.jpg,"25.132085, 55.193116",EN,https://mjl.dubaiholding.com/virtual_tour/mjl/,https://cdn.opr.ae/brochures/mjl-jomana.pdf,70/30 Payment Plan,N/A,N/A,N/A,N/A,Dubai Luxury Living,Q2 2026,70/30 Payment Plan,N/A,Error,Error
https://youtu.be/1Pa9ypmL49U,https://opr.ae/projects/ellington-the-waterside-villas-the-sanctuary-for-sale-in-district-11-mbr-city-dubai,Ellington The Waterside at The Sanctuary,Ellington Properties,MBR City,Villas,17000000,https://i.1.creatium.io/94/d6/3e/9c552e0c7e600e6cc7f6cf931a4e9a09ff/ellington_the_sanctuary_villas_dubai_1.jpg,"25.130467, 55.347735",EN,N/A,https://cdn.opr.ae/brochures/the-sanctuary.pdf,60/40 Payment Plan,N/A,N/A,N/A,N/A,"Waterfront Living, Beachfront Living",Q4 2025,60/40 Payment Plan,N/A,Error,Error
https://youtu.be/9_UCQgFxrhU,https://opr.ae/projects/raffles-residences-penthouses-the-palm-dubai-for-sale-on-palm-jumeirah,Raffles Residences & Penthouses The Palm,Raffles,Palm Jumeirah,"Apartments, Penthouses",2500000,https://i.1.creatium.io/b1/f8/a7/69c0b1001625663c2f649cee10ba8d0be6/1161x832q5/header.jpg,"25.110664, 55.109862",EN,N/A,https://cdn.opr.ae/brochures/raffles-residences.pdf,N/A,N/A,N/A,N/A,N/A,"Dubai Luxury Living, Beachfront Living, Waterfront Living, Branded Residences",Completed,N/A,N/A,https://opr.ae/ru/projects/raffles-residences-penthouses-the-palm-dubai-for-sale-on-palm-jumeirah,https://opr.ae/ar/projects/raffles-residences-penthouses-the-palm-dubai-for-sale-on-palm-jumeirah
https://youtu.be/AyocGxGYZ5k,https://opr.ae/projects/danube-viewz-jlt-apartments-by-aston-martin-in-dubai-jumeirah-lake-towers,Danube Viewz,Danube,Jumeirah Lake Towers (JLT),Apartments,950000,https://i.1.creatium.io/ae/01/1e/81cf22a30237e5084cd65b11dd3969f2db/header.jpg,"25.065939, 55.141126",EN,N/A,https://cdn.opr.ae/brochures/danube-viewz.pdf,65/35 Payment Plan,N/A,N/A,N/A,N/A,Dubai Luxury Living,Q2 2026,65/35 Payment Plan,N/A,https://opr.ae/ru/projects/danube-viewz-jlt-apartments-by-aston-martin-in-dubai-jumeirah-lake-towers,https://opr.ae/ar/projects/danube-viewz-jlt-apartments-by-aston-martin-in-dubai-jumeirah-lake-towers
https://youtu.be/Eog7NJqduTk,https://opr.ae/projects/emaar-palace-residences-north-in-dubai-creek-harbour-for-sale,Emaar Palace Residences North,Emaar,Dubai Creek Harbour,Apartments,1230000,https://i.1.creatium.io/7f/d6/48/c4fcced54ec5f2af2fa188893e2346ed61/Header.jpg,"25.205847, 55.348169",EN,N/A,https://cdn.opr.ae/brochures/emaar-palace-residences-north.pdf,80/20 Payment Plan,N/A,N/A,N/A,N/A,"Dubai Luxury Living, Waterfront Living",Q2 2027,80/20 Payment Plan,N/A,Error,Error
https://youtu.be/lK8u_vr37QE,https://opr.ae/projects/milano-by-giovanni-boutique-suites-apartments-for-sale-in-jvc-dubai,Milano by Giovanni Boutique Suites,Arthur & Hardman Real Estate Development,Jumeirah Village Circle (JVC),Apartments,550000,https://cdn.opr.ae/icons/milano-by-giovanni-boutique-suites-apartments-for-sale-in-jvc-dubai.jpg,"25.061005, 55.217350",EN,N/A,https://cdn.opr.ae/brochures/milano-giovanni-jvc.pdf,N/A,N/A,N/A,N/A,N/A,Green Nature Living,Completed,N/A,"Studios, 1BR, 2BR",Error,Error
N/A,https://opr.ae/projects/maimoon-gardens-by-fakhruddin-properties-in-jumeirah-village-circle-dubai,Maimoon Gardens,Fakhruddin Properties,Jumeirah Village Circle (JVC),Apartments,990000,https://i.1.creatium.io/e2/66/7f/c351858c6cff69ad34b80ede181e7e64c2/header.jpg,"25.067238, 55.216831",EN,N/A,https://cdn.opr.ae/brochures/maimoon-gardens-jvc.pdf,10/90 Payment Plan,N/A,N/A,N/A,N/A,Green Nature Living,Q4 2025,10/90 Payment Plan,N/A,Error,https://opr.ae/ar/projects/maimoon-gardens-by-fakhruddin-properties-in-jumeirah-village-circle-dubai
N/A,https://opr.ae/projects/g-co-senses-townhouses-at-the-fields-mbr-city-meydan-dubai,G&CO Senses Townhouses,G&CO,MBR City,Townhouses,3397777,https://i.1.creatium.io/b5/f2/12/e2c7681dcb708966ff6c7202777d52295f/header.jpg,"25.118840, 55.344152",EN,N/A,https://cdn.opr.ae/brochures/senses-townhouses-mbr-city-dubai.pdf,30/70 Payment Plan,N/A,N/A,N/A,N/A,"Green Nature Living, Near Golf Course, Branded Residences",Q2 2023,30/70 Payment Plan,N/A,Error,Error
N/A,https://opr.ae/projects/rak-properties-marbella-villas-2-on-hayat-island-mina-al-arab-ras-al-khaimah,Marbella Villas 2 Hayat Island,RAK Properties,Hayat Island (Ras Al Khaimah Emirate),"Villas, Townhouses",4900000,https://i.1.creatium.io/14/d2/7b/fb13f53fce6d640ea42c07067594b4757a/header.jpg,"25.722398, 55.841858",EN,N/A,https://cdn.opr.ae/banners/rak-marbella-2.pdf,50/50 & 40/60 Payment Plans,N/A,N/A,N/A,N/A,N/A,N/A,50/50 & 40/60 Payment Plans,N/A,Error,https://opr.ae/ar/projects/rak-properties-marbella-villas-2-on-hayat-island-mina-al-arab-ras-al-khaimah
N/A,https://opr.ae/projects/nshama-ascot-residences-in-town-square-dubai-apartments-for-sale,NSHAMA ASCOT Residences,NSHAMA,Town Square Dubai,Apartments,850000,https://i.1.creatium.io/28/57/4b/cc8892de8f251d284abf0229a0ef95d5e7/header.jpg,"24.998999, 55.296438",EN,N/A,https://cdn.opr.ae/brochures/nshama-ascot-residences.pdf,2 Years 60/40 Payment Plan,N/A,N/A,N/A,N/A,Green Nature Living,Q4 2024,2 Years 60/40 Payment Plan,N/A,Error,Error
https://youtu.be/uc0OwZocLwk,https://opr.ae/projects/nshama-the-diplomat-residences-in-town-square-dubai-apartments-for-sale,NSHAMA The Diplomat Residence,NSHAMA,Town Square Dubai,Apartments,650000,https://i.1.creatium.io/97/06/f6/e56831571d4b2c49eb29586c1e2e9fac55/header.jpg,N/A,EN,N/A,https://cdn.opr.ae/brochures/nshama-the-diplomat.pdf,2 Years 60/40 Payment Plan,N/A,N/A,N/A,N/A,Green Nature Living,Q4 2024,2 Years 60/40 Payment Plan,N/A,Error,Error
https://youtu.be/NFHHXh35nj8,https://opr.ae/projects/danube-petalz-apartments-for-sale-in-al-warsan-first-dubai,Danube Petalz,Danube,Al Warsan First,Apartments,450000,https://i.1.creatium.io/5a/90/8e/6013354640b3ea5eb5655c4bf3f509ff15/header.jpg,"25.167223, 55.396032",EN,N/A,https://cdn.opr.ae/brochures/danube-petalz.pdf,50/50 Payment Plan,N/A,N/A,N/A,N/A,Green Nature Living,Q3 2025,50/50 Payment Plan,N/A,Error,Error
https://youtu.be/3UIhOctJGEE,https://opr.ae/projects/north-43-jvc-residences-by-naseem-group-in-jumeirah-village-circle-dubai,North 43 JVC,Naseeb Group,Jumeirah Village Circle (JVC),Apartments,520000,https://i.1.creatium.io/31/72/ff/6504e9d3a1f33b884a34c7d6d9fc41bd2d/1161x832q8/header.jpg,"25.059592, 55.203381",EN,N/A,https://cdn.opr.ae/brochures/north-43.pdf,60/40 & 70/30 Payment Plans,N/A,N/A,N/A,N/A,Dubai Luxury Living,Q1 2024,60/40 & 70/30 Payment Plans,N/A,https://opr.ae/ru/projects/north-43-jvc-residences-by-naseem-group-in-jumeirah-village-circle-dubai,https://opr.ae/ar/projects/north-43-jvc-residences-by-naseem-group-in-jumeirah-village-circle-dubai
https://youtu.be/uL-_hbZ8N50,https://opr.ae/projects/emaar-elvira-in-dubai-hills-estate-for-sale,Emaar Elvira,Emaar,Dubai Hills Estate,"Apartments, Penthouses, Townhouses",1290000,https://i.1.creatium.io/9c/ef/7d/4acabffc0ede66ddcea33629c6cea8fc0b/header.jpg,"25.114188, 55.255659",EN,N/A,https://cdn.opr.ae/brochures/emaar-elvira.pdf,80/20 Payment Plan,N/A,N/A,N/A,N/A,"Green Nature Living, Near Golf Course",Q4 2026,80/20 Payment Plan,N/A,https://opr.ae/ru/projects/emaar-elvira-in-dubai-hills-estate-for-sale,https://opr.ae/ar/projects/emaar-elvira-in-dubai-hills-estate-for-sale
https://youtu.be/5C3BUS0Io3Q,https://opr.ae/projects/sobha-estates-villas-in-sobha-hartland-2-dubai-for-sale,Sobha Estates Villas,Sobha,Sobha Hartland II,Villas,22784760,https://i.1.creatium.io/9f/2a/11/8e2bd85283f52fa37404fbd42f778d96ae/header.jpg,"25.176169, 55.330688",EN,N/A,https://cdn.opr.ae/brochures/sobha-hartland-2-villas.pdf,80/20 Payment Plan,N/A,N/A,N/A,N/A,Green Nature Living,Q4 2026,80/20 Payment Plan,N/A,https://opr.ae/ru/projects/sobha-estates-villas-in-sobha-hartland-2-dubai-for-sale,https://opr.ae/ar/projects/sobha-estates-villas-in-sobha-hartland-2-dubai-for-sale
https://youtu.be/udbFh7uy3i8,https://opr.ae/projects/ellington-upper-house-apartments-in-jumeirah-lake-towers-dubai,Ellington Upper House,Ellington Properties,Jumeirah Lake Towers (JLT),Apartments,750828,https://i.1.creatium.io/e9/19/00/2e15a3750f05bf80a35e9faf2c976b3672/header.jpg,"25.066010, 55.144080",EN,N/A,https://cdn.opr.ae/brochures/ellington-upper-house.pdf,70/30 Payment Plan,N/A,N/A,N/A,N/A,Green Nature Living,Q1 2026,70/30 Payment Plan,N/A,https://opr.ae/ru/projects/ellington-upper-house-apartments-in-jumeirah-lake-towers-dubai,https://opr.ae/ar/projects/ellington-upper-house-apartments-in-jumeirah-lake-towers-dubai
https://youtu.be/lnMnmoEXFxg,https://opr.ae/projects/meraas-central-park-city-walk,Meraas Central Park Erin at City Walk,Meraas,Central Park,Apartments,1590000,https://i.1.creatium.io/b2/36/67/40a27ecd6c3d9cdd7cf4158ac86d04e7bd/header.jpg,"25.205514, 55.260448",EN,https://360.visengine.com/meraas_vrt3/v8/?utm_campaign=20200324_MRE_BROKERS_VIRTUAL_EXPERIENCE_07,https://cdn.opr.ae/brochures/central-park.pdf,70/30 Payment Plan,N/A,N/A,N/A,N/A,Green Nature Living,Q2 2026,70/30 Payment Plan,N/A,https://opr.ae/ru/projects/meraas-central-park-city-walk,https://opr.ae/ar/projects/meraas-central-park-city-walk
https://youtu.be/V0RwVRZoL2M,https://opr.ae/projects/binghatti-nova-jvc-apartments-for-sale-in-jumeirah-village-circle,Binghatti Nova,Binghatti,Jumeirah Village Circle (JVC),Apartments,555000,https://i.1.creatium.io/28/44/11/d1d6e86f9f12a0396609211cb56d23ecc4/header.jpg,"25.052161, 55.219178",EN,N/A,https://cdn.opr.ae/brochures/binghatti-nova.pdf,60/40 Payment Plan,N/A,N/A,N/A,N/A,Green Nature Living,Q4 2023,60/40 Payment Plan,N/A,Error,Error
https://youtu.be/IiYudfRusLY,https://opr.ae/projects/binghatti-emerald-jvc-apartments-for-sale-in-jumeirah-village-circle-dubai,Binghatti Emerald,Binghatti,Jumeirah Village Circle (JVC),Apartments,605000,https://i.1.creatium.io/a0/ba/de/933faf26e627aa07e03b66adea50fd0b90/header.jpg,"25.061331, 55.201349",EN,N/A,https://cdn.opr.ae/brochures/binghatti-emerald.pdf,60/40 Payment Plan,N/A,N/A,N/A,N/A,Green Nature Living,Q1 2024,60/40 Payment Plan,N/A,https://opr.ae/ru/projects/binghatti-emerald-jvc-apartments-for-sale-in-jumeirah-village-circle-dubai,https://opr.ae/ar/projects/binghatti-emerald-jvc-apartments-for-sale-in-jumeirah-village-circle-dubai
N/A,https://opr.ae/projects/emaar-the-valley-elora-townhouses-for-sale-in-dubai,Emaar The Valley Elora Townhouses,Emaar,Emaar The Valley,Townhouses,1600000,https://i.1.creatium.io/8e/80/c6/ca6113a76a1cf2a01beb1390a22e959766/1161x832q8/header.jpg,"25.009054, 55.446861",EN,N/A,https://cdn.opr.ae/brochures/emaar-the-valley-elora.pdf,80/20 Payment Plan,N/A,N/A,N/A,N/A,Green Nature Living,Q3 2026,80/20 Payment Plan,N/A,https://opr.ae/ru/projects/emaar-the-valley-elora-townhouses-for-sale-in-dubai,https://opr.ae/ar/projects/emaar-the-valley-elora-townhouses-for-sale-in-dubai
https://youtu.be/osdnOjO7J1c,https://opr.ae/projects/majid-al-futtaim-tilal-al-ghaf-alaya-gardens-villas-for-sale-in-dubai,Tilal Al Ghaf Alaya Gardens Villas,Majid Al Futtaim,Tilal Al Ghaf,Villas,8500000,https://i.1.creatium.io/b6/25/c1/3f165424bff285b1d1f7f2e9646ca57071/header.jpg,"25.028228, 55.231242",EN,N/A,https://cdn.opr.ae/brochures/alaya-gardens.pdf,50/50 Payment Plan,N/A,N/A,N/A,N/A,"Green Nature Living, Beachfront Living",Q2 2025,50/50 Payment Plan,N/A,Error,https://opr.ae/ar/projects/majid-al-futtaim-tilal-al-ghaf-alaya-gardens-villas-for-sale-in-dubai
https://youtu.be/PQhNMHHOHig,https://opr.ae/projects/damac-hills-2-camelia-villas-for-sale-in-dubai,DAMAC Camelia Villas,DAMAC,DAMAC Hills 2,Villas,1322000,https://437e81e1-5ed1-4d53-bed7-e6f8d97dcc9b.selcdn.net/mig4/0d6fb152d28d8dd6bf2698a57869b031f8/1161x832q5/header.jpg,"24.989969, 55.378271",EN,N/A,https://cdn.opr.ae/brochures/damac-hills-camelia.pdf,70/30 Payment Plan,N/A,N/A,N/A,N/A,"Green Nature Living, Near Golf Course",Q2 2025,70/30 Payment Plan,N/A,Error,Error
https://youtu.be/bnhjODrb4Q0,https://opr.ae/projects/the-ritz-carlton-residences-business-bay-dubai-for-sale,The Ritz-Carlton Residences Business Bay,Khamas Group,Business Bay,"Apartments, Penthouses, Villas",16300000,https://i.1.creatium.io/c6/89/b6/03365b60abdae60ee79c2b79ce3a4a5fa4/header.jpg,"25.184510, 55.285023",EN,N/A,https://cdn.opr.ae/brochures/the-ritz-carlton-residences-business-bay.pdf,60/40 Payment Plan,N/A,N/A,N/A,N/A,"Dubai Luxury Living, Waterfront Living, Branded Residences",Q2 2025,60/40 Payment Plan,N/A,Error,Error
https://youtu.be/ou7Zi31SXLA,https://opr.ae/projects/emaar-creek-edge-in-dubai-creek-harbour-apartments-for-sale,Emaar Creek Edge,Emaar,Dubai Creek Harbour,Apartments,1280000,https://i.1.creatium.io/36/77/db/ae0b401c6f7834a16a32aa5d0ad69d70c6/1.jpg,"25.210196, 55.345330",EN,N/A,https://cdn.opr.ae/brochures/creek-edge.pdf,70/30 Payment Plan,N/A,N/A,N/A,N/A,"Dubai Luxury Living, Waterfront Living",Q1 2024,70/30 Payment Plan,N/A,Error,https://opr.ae/ar/projects/emaar-creek-edge-in-dubai-creek-harbour-apartments-for-sale
https://youtu.be/AmlApB0W6wk,https://opr.ae/projects/select-group-residence-110-apartments-for-sale-in-business-bay-dubai,Select Group Residence 110,Select Group,Business Bay,"Apartments, Penthouses",1818000,https://i.1.creatium.io/1a/6d/49/13f860dd00fea44bd5d0618b290e6b3919/header.jpg,"25.177938, 55.270039",EN,N/A,https://cdn.opr.ae/brochures/residence-110.pdf,10/90 Payment Plan,N/A,N/A,N/A,N/A,Dubai Luxury Living,Completed,10/90 Payment Plan,N/A,https://opr.ae/ru/projects/select-group-residence-110-apartments-for-sale-in-business-bay-dubai,https://opr.ae/ar/projects/select-group-residence-110-apartments-for-sale-in-business-bay-dubai
https://youtu.be/xbGBUAB9XPo,https://opr.ae/projects/emaar-anya-townhouses-in-arabian-ranches-3-dubai-for-sale,Emaar Anya Arabian Ranches III,Emaar,Arabian Ranches,Townhouses,2010000,https://i.1.creatium.io/e6/dc/5d/1b178cfafffcec501339afebfa7670e31f/header.jpg,"25.069105, 55.329968",EN,N/A,https://cdn.opr.ae/brochures/emaar-anya.pdf,80/20 Payment Plan,N/A,N/A,N/A,N/A,Green Nature Living,Q4 2026,80/20 Payment Plan,N/A,https://opr.ae/ru/projects/emaar-anya-townhouses-in-arabian-ranches-3-dubai-for-sale,https://opr.ae/ar/projects/emaar-anya-townhouses-in-arabian-ranches-3-dubai-for-sale
https://youtu.be/kLMFSdjkI4E,https://opr.ae/projects/ahs-one-crescent-palm-jumeirah-dubai-penthouses-and-sky-villas,AHS One Crescent,AHS Properties,Palm Jumeirah,"Apartments, Penthouses",15000000,https://i.1.creatium.io/e7/22/4a/ae5e073caa9fada8c02cd82131daf7bb00/1161x832q5/header.jpg,"25.140496, 55.142540",EN,N/A,https://cdn.opr.ae/brochures/ahs-one-crescent.pdf,60/40 Payment Plan,N/A,N/A,N/A,N/A,"Dubai Luxury Living, Waterfront Living, Beachfront Living",Q1 2025,60/40 Payment Plan,N/A,https://opr.ae/ru/projects/ahs-one-crescent-palm-jumeirah-dubai-penthouses-and-sky-villas,https://opr.ae/ar/projects/ahs-one-crescent-palm-jumeirah-dubai-penthouses-and-sky-villas
https://youtu.be/TBZ-fG0l9lU,https://opr.ae/projects/damac-lagoons-townhouses-in-dubai/ibiza,DAMAC Lagoons Ibiza,DAMAC,DAMAC Lagoons,Townhouses,2100000,https://i.1.creatium.io/d9/3a/07/45dc0a4975760ba3f0fcbf4d78c53c9243/header.jpg,"25.006484, 55.236148",EN,https://www.damacproperties.com/en/vr/portofino/,https://cdn.opr.ae/brochures/damac-lagoons-ibiza.pdf,80/20 Payment Plan,N/A,N/A,N/A,N/A,"Beachfront Living, Green Nature Living, Near Golf Course",Q2 2026,80/20 Payment Plan,N/A,https://opr.ae/ru/projects/damac-lagoons-townhouses-in-dubai/ibiza,https://opr.ae/ar/projects/damac-lagoons-townhouses-in-dubai/ibiza
https://youtu.be/XIcugLFr1TU,https://opr.ae/projects/emaar-south-fairway-villas-for-sale-in-dubai,Emaar South Fairway Villas,Emaar,Emaar South,Villas,3000000,https://i.1.creatium.io/70/cc/9a/83191257ecd17a7f9afad2ad506eb6c999/header.jpg,"24.856500, 55.149410",EN,N/A,https://cdn.opr.ae/brochures/emaar-south-fairway-villas.pdf,80/20 Payment Plan,N/A,N/A,N/A,N/A,"Green Nature Living, Near Golf Course",Q3 2026,80/20 Payment Plan,N/A,https://opr.ae/ru/projects/emaar-south-fairway-villas-for-sale-in-dubai,https://opr.ae/ar/projects/emaar-south-fairway-villas-for-sale-in-dubai
https://youtu.be/zgBwkAILV-o,https://opr.ae/projects/sobha-seahaven-dubai-marina-apartments-for-sale,Sobha Seahaven Tower A,Sobha,Dubai Marina,Apartments,3180000,https://i.1.creatium.io/59/4e/4b/55a79ef6efc93e07f121cc67e506537872/header.jpg,"25.090075, 55.144326",EN,N/A,https://cdn.opr.ae/brochures/sobha-marina.pdf,80/20 Payment Plan,N/A,N/A,N/A,N/A,"Dubai Luxury Living, Waterfront Living",Q4 2026,80/20 Payment Plan,N/A,https://opr.ae/ru/projects/sobha-seahaven-dubai-marina-apartments-for-sale,https://opr.ae/ar/projects/sobha-seahaven-dubai-marina-apartments-for-sale
https://youtu.be/6SH-0Nda6lQ,https://opr.ae/projects/emaar-mina-rashid-yacht-marina-seascape-apartments-in-dubai,Emaar Mina Rashid Seascape,Emaar,Mina Rashid,"Apartments, Townhouses",1300000,https://i.1.creatium.io/b2/96/f6/f566bf9506c3200e1418e7791323e3270b/emaar_mina_rashid_seascape_2.jpg,"25.258254, 55.275616",EN,N/A,https://cdn.opr.ae/brochures/emaar-seascape.pdf,80/20 Payment Plan,N/A,N/A,N/A,N/A,"Waterfront Living, Beachfront Living",Q4 2026,80/20 Payment Plan,N/A,https://opr.ae/ru/projects/emaar-mina-rashid-yacht-marina-seascape-apartments-in-dubai,https://opr.ae/ar/projects/emaar-mina-rashid-yacht-marina-seascape-apartments-in-dubai
https://youtu.be/SA_TrHm1E6E,https://opr.ae/projects/mansio-th8-palm-jumeirah-apartments-for-sale-in-dubai,Mansio Th8 Palm Jumeirah,IFA Hotels & Resorts,Palm Jumeirah,Apartments,3600000,https://i.1.creatium.io/59/9e/76/96a2afb4f2a380395a22b7a48b6a2926b9/header.jpg,"25.117897, 55.109964",EN,N/A,https://cdn.opr.ae/brochures/mansio.pdf,40/60 Payment Plan,N/A,N/A,N/A,N/A,"Beachfront Living, Waterfront Living, Branded Residences",2023,40/60 Payment Plan,N/A,Error,https://opr.ae/ar/projects/mansio-th8-palm-jumeirah-apartments-for-sale-in-dubai
https://youtu.be/qpTagNL-cqM,https://opr.ae/projects/prescott-prime-gardens-apartments-for-sale-in-arjan-dubai,Prescott Prime Gardens,Prescott,Arjan,Apartments,500000,https://i.1.creatium.io/5f/c6/b0/63bf7de0f557492cf2dcca3f6c8c2a8066/header.jpg,"25.062911, 55.235237",EN,N/A,https://cdn.opr.ae/brochures/prescott-prime-gardens.pdf,40/60 Payment Plan,N/A,N/A,N/A,N/A,Green Nature Living,Q3 2024,40/60 Payment Plan,N/A,https://opr.ae/ru/projects/prescott-prime-gardens-apartments-for-sale-in-arjan-dubai,https://opr.ae/ar/projects/prescott-prime-gardens-apartments-for-sale-in-arjan-dubai
N/A,https://opr.ae/projects/prescott-prime-residency-3-apartments-for-sale-in-al-furjan-dubai,Prescott Prime Residency 3,Prescott,Al Furjan,Apartments,400000,https://i.1.creatium.io/e3/e2/a4/f94d345a18e1ea1eb0662c0f60d4a1dbe9/header.jpg,"25.019429, 55.145416",EN,N/A,https://cdn.opr.ae/brochures/prescott-prime-residency-3.pdf,40/60 Payment Plan,N/A,N/A,N/A,N/A,Green Nature Living,Q3 2023,40/60 Payment Plan,N/A,https://opr.ae/ru/projects/prescott-prime-residency-3-apartments-for-sale-in-al-furjan-dubai,https://opr.ae/ar/projects/prescott-prime-residency-3-apartments-for-sale-in-al-furjan-dubai
N/A,https://opr.ae/projects/ellington-northacre-ocean-house-for-sale-on-palm-jumeirah-dubai,Ellington Ocean House,Ellington Properties,Palm Jumeirah,"Apartments, Penthouses",9400000,https://i.1.creatium.io/5a/91/f1/8823bc84b9108dfffa1db199688115754f/header.jpg,"25.133243, 55.151893",EN,N/A,https://cdn.opr.ae/brochures/ellington-northacre.pdf,60/40 Payment Plan,N/A,N/A,N/A,N/A,"Dubai Luxury Living, Waterfront Living, Beachfront Living",Q4 2025,60/40 Payment Plan,N/A,https://opr.ae/ru/projects/ellington-northacre-ocean-house-for-sale-on-palm-jumeirah-dubai,https://opr.ae/ar/projects/ellington-northacre-ocean-house-for-sale-on-palm-jumeirah-dubai
https://youtu.be/qS_fVptHJ5c,https://opr.ae/projects/damac-cavalli-couture-apartments-for-sale-in-dubai-water-canal,DAMAC Cavalli Couture,DAMAC,Dubai Canal,"Apartments, Penthouses",16500000,https://i.1.creatium.io/a6/bb/e8/65377c7f864b6be68eeb5c38d6c1a0a301/1161x832q5/header.jpg,"25.188949, 55.242699",EN,N/A,https://cdn.opr.ae/brochures/cavalli-couture.pdf,70/30 Payment Plan,N/A,N/A,N/A,N/A,"Dubai Luxury Living, Waterfront Living, Branded Residences",N/A,70/30 Payment Plan,N/A,https://opr.ae/ru/projects/damac-cavalli-couture-apartments-for-sale-in-dubai-water-canal,https://opr.ae/ar/projects/damac-cavalli-couture-apartments-for-sale-in-dubai-water-canal
https://youtu.be/GJ95S7VT1ag,https://opr.ae/projects/meraas-bluewaters-bay-apartments-for-sale-in-dubai,Meraas Bluewaters Bay,Meraas,Bluewaters Island,"Apartments, Penthouses",2560000,https://i.1.creatium.io/51/6d/02/c8ceb443d0582f50f39bfa50c803bae2ac/header.jpg,"25.073368, 55.123817",EN,N/A,https://cdn.opr.ae/brochures/bluewaters-bay.pdf,80/20 Payment Plan,N/A,N/A,N/A,N/A,"Dubai Luxury Living, Waterfront Living",Q3 2027,80/20 Payment Plan,N/A,https://opr.ae/ru/projects/meraas-bluewaters-bay-apartments-for-sale-in-dubai,https://opr.ae/ar/projects/meraas-bluewaters-bay-apartments-for-sale-in-dubai
https://youtu.be/c8vW2RH9dV8,https://opr.ae/projects/mag-keturah-reserve-for-sale-in-dubai-mbr-city,MAG Keturah Reserve,MAG ,MBR City,Townhouses,13661000,https://i.1.creatium.io/a6/04/fe/fe838cdc05a3ff6fea785e554c3dfa7aa8/2189x820q5/last_photo.jpg,"25.147926, 55.284511",EN,N/A,https://cdn.opr.ae/brochures/keturah-reserve.pdf,60/40 Payment Plan,N/A,N/A,N/A,N/A,"Dubai Luxury Living, Green Nature Living",Q2 2025,60/40 Payment Plan,N/A,https://opr.ae/ru/projects/mag-keturah-reserve-for-sale-in-dubai-mbr-city,https://opr.ae/ar/projects/mag-keturah-reserve-for-sale-in-dubai-mbr-city
https://youtu.be/R3DOSG33rEA,https://opr.ae/projects/liv-lux-apartments-for-sale-in-dubai-marina,LIV LUX,LIV Developers,Dubai Marina,"Apartments, Penthouses",1850000,https://i.1.creatium.io/41/19/ee/74877ca5e2da25eac475429d4356bfd71d/1161x832q5/header.jpg,"25.083388, 55.141684",EN,N/A,https://cdn.opr.ae/brochures/liv-lux.pdf,60/40 Payment Plan,N/A,N/A,N/A,N/A,"Dubai Luxury Living, Waterfront Living",Q4 2026,60/40 Payment Plan,N/A,https://opr.ae/ru/projects/liv-lux-apartments-for-sale-in-dubai-marina,https://opr.ae/ar/projects/liv-lux-apartments-for-sale-in-dubai-marina
