canonical_name,level,parent,aliases
Rimah,community,Abu Dhabi,"rim, rmh, rimah abu dhabi, rimah ad, abudhabirimah, rimahcommunity"
Rolla Area,community,Sharjah,"rolla, rlla, rolla area sharjah, sharjah rolla, rolla shj, rolla sharjah, rola, rolla sharja, shj rolla, rolla area shj"
Rukan,community,Dubai,"rukan dubai, dubai rukan, rukan community, rukan dubailand, rukan dld, rukan wadi, rukan phase, rukan vill, rukan vills, rkn, rkn dubai, rukan du, ruken, rukann, rukan residential"
Rul Dhadna,community,Fujairah,"dhadna, ruldhadna, rul dhadna fuj, dhadna fuj, rul-dhadna, rul dhadnah, dadna, rul dadna, ruldadna, dhadna fujairah, rul dhadna fujairah"
Saadiyat Island,community,Abu Dhabi,"saadiyat, saadiyat isl, sadayat, saadyat, saadiat, saadiyat island ad, ad saadiyat, saadiyatauh, saadiyatisland, sadiyat, sadyat, saadiyat island abu dhabi, saadiyat community, saadiyat island community"
Sakamkam,community,Fujairah,"sakam, sakmkam, skmkm, skmkam, fujairah sakamkam, sakamkam fuj, sakamkam fujairah, sakakam, sakamkam community"
Saraya Islands,community,Ras Al Khaimah,"saraya, saraya island, rak saraya, saraya rak, sry islands, saraya isl, saraya isls, sarayaislands, saraya rk"
Sas Al Nakheel,community,Abu Dhabi,"sas, san, sasalnakheel, sas al nakhel, sas al nakhil, sasalnakhil, sas al nakheel abu dhabi, sas al nakheel ad, sas ad, sasalnakheel ad, sas al nakhail, sas al nakeel"
Seih Al Bana,community,Ras Al Khaimah,"seihalbana, seihalbanna, sah albana, seh albana, seh al bana, seih al banaa, seih alban, seh alban, ras al khaimah seih al bana, rak seih al bana, seih al bana rak, seihalbana rak, sah albanna, seh albanna"
Seih Al Burairat,community,Ras Al Khaimah,"s.al burairat, seihalburairat, seihburairat, seh al burairat, seih al burairat rak, rak seih al burairat, seih al burairat ras al khaimah, sieh al burairat, seih al burerat, seih al burairatt, seih al burairat community, s albk, seih al burirat, seih al buraitat, seh albairat"
Seih Al Ghubb,community,Ras Al Khaimah,"sag, seihalghub, seihalghubb, seihghub, seihalghub rak, rak seih al ghubb, seih al gub, seih al ghub, seh al ghubb, sieh al ghubb, seihghubb, sag rak, rak sag"
Seih Al Harf,community,Ras Al Khaimah,"sah, seihalharf, seh al harf, seih al harf rak, rak seih al harf, seihalharf rak, seh alharf, seih alharf, seih al harf community, seh al harf community"
Seih Al Uraibi,community,Ras Al Khaimah,"seihuraibi, s al uraibi, seih al uraib, seh al uraibi, seih al oraibi, sauraibi, seih uribi, rak seih al uraibi, seih al uraibi rak, s.a.u, seih al uraibi community, seh aluraibi, seih al-uraibi"
Serena,community,Dubai,"serena community, srna, srena, serna, serrena, dubai serena, serena dubai, serena community dubai, srna dubai, srena dubai"
Shakhbout City,community,Abu Dhabi,"shakhbout, shakbout, shakbot, shakhboot, shakbout city, shakhboutcty, shakhboutcity, shakboutcity, shakbotcity, shkbt, shkbt city, shkbtcity, abu dhabi shakhbout, shakhbout abu dhabi, shkbt abu dhabi, shakhbout community, shakbout community"
Shamal Julphar,community,Ras Al Khaimah,"shamal, shaml, shamal julfar, shaml julfar, rak shamal, shamal rak, sj, shamaljulfar, shamljulfar, shamal julfer, shamml, shamal julfa"
Sharjah Airport Freezone (SAIF),community,Sharjah,"saif, saif zone, sharjah freezone, saif-zone, saifzone, sharjah airport free zone, saif fz, s.a.i.f, saifz, saif-fz, sharjah airport fz, sharjah free zone, saif sharjah, sharjah saif"
Sharjah Garden City,community,Sharjah,"shj garden city, sjc, sharjah garden, shj garden, garden city shj, gardencity, sharjahgardencity, shjgardencity, shjgrdncity, sharjah grdncity, shj grd city, sgc"
Sharjah Industrial Area,community,Sharjah,"sharjah ind, shj ind, sharjah industrial, ind area, ind area shj, shj industrial, sharjah indl, ind area sharjah, shj ind area, indl area, shj indl area, sharjahind, shjind, indareashj, sharjahindustrial, shjindustrial, indarea, indlarea, sharjahindarea, shjindarea, sharjah indl area, indl area sharjah"
Sharjah RTI Park,community,Sharjah,"srti, srtipark, sharjah rti, rti park sharjah, sharjahrti, srtipark sharjah, shj rti, rti park shj, srti park, sharjah rtipark, srtiparkshj, shjrtipark, rtipark"
Sharjah Sustainable City,community,Sharjah,"shj sustainable city, sustainable city sharjah, shj sustainable, sustainable city shj, shjsustainablecity, sharjahsustainablecity, sustainabl city, sustanable city, sharjah sustain city, shj sust city, sustainablecityshj, sustain city shj"
Sharjah Waterfront City,community,Sharjah,"swfc, sharjahwaterfront, waterfrontcity, sharjahwaterfrontcity, swc, sharjahwaterfrontc, swc sharjah, sharjah swfc, sharjah swc, sharjah waterfront, water front city, sharjah water front, swfc sharjah, shj waterfront, shj swfc, shj waterfront city, swfcsharjah, swcsharjah"
Sharm,community,Fujairah,"sharm fuj, fuj sharm, shrm, sharmfuj, sharmfujairah, shrm fuj, shrmfuj, sharmfujaira, shrmfujairah"
Sheikh Hamad Bin Abdullah St.,community,Fujairah,"shk hamad st, hamad st, sheikh hamad rd, hamad road, fujairah hamad st, hamad st fuj, shk hamad street, sheikh hamad st, hamad st fujairah, shkhamadst, hamadst, sheikhhamadst, shk hamad rd, hamad street, fuj hamad st"
Sheikh Khalifa Bin Zayed Street,community,Ajman,"skbz, sheikh khalifa st, khalifa st, skbz street, ajman khalifa st, khalifa street ajman, skbz ajman, shk khalifa st, skbzstreet, khalifastreet, shk khalifa street, skb zayed st, khalifa bin zayed st, ajman skbz, shaikh khalifa st, sheikh khalifa street ajman, skb zayed street"
Sheikh Maktoum Bin Rashid Street,community,Ajman,"sh maktoum st, sheikh maktoum rd, sheikh maktoum street, sh maktoum street, maktoum road, maktoum st, ajman sh maktoum, sh maktoum ajman, sheikh maktoum bin rashid, sh maktoum bin rashid, smbr street, smbr rd, sheik maktoum, shekh maktoum, shaik maktoum, sheikh maktoum bin rashid st, maktoumbinrashid, shmaktoum, shmaktoumstreet, shmaktoumajman, ajmanshmaktoum, sheik maktum, sh maktum"
Sheikh Mohammed Bin Zayed Road,community,Ras Al Khaimah,"smbzd, sheikh mohamed bin zayed, sheikh mohammed bin zayed, mbz road, mbz, shk mohammed bin zayed, sheikh mohd bin zayed, shk mohd bin zayed, shk mbz, sheikh mbz, mohammed bin zayed road, mohd bin zayed road, smbz, sheikh mohammed bin zayed rk, rak smbzd, rak mbz, smbzd rak, mbz rak, sheikh mohammed bin zayed rak, sheikh mohd bin zayed rak, shk mohamed bin zayed road, shk mohammed bin zayed road, sheik mohammed bin zayed, sheikh mohammad bin zayed, mohamed bin zayed, sheikh mohammed bin zayed rd, shk mohammed bin zayed rd, mbz rd, smbz road, smbz rd, sheikhmohammedbinzayed, sheikhmohamedbinzayed, mbzroad"
Sheikh Muhammad Bin Salem Road,community,Ras Al Khaimah,"shk mohd bin salem, smbs road, sheikh mohammed bin salem, shk mohammed bin salem, sheikh muhammad bin salem, shk mohd bin salem rd, smbs rd, sheikh mohd bin salim, shk mohd bin salim, rak smbs, smbs rak, sheikh muhammad bin salem road rak, smbs road rak, shk mohd bin salem rk, smbs road rk, sheikh mohd bin salem rd, shk mohd bin salem rda, shk mohd bin salem road, mohd bin salem road, sheikh mohd bin salem st, smbs street, sheikh mohammed bin salim road, smb s road, sheikhmuhammadbinsalem, smbsroad, shkmohd, sheikhmohd, mohdbinsalem, sheikhmohammad, sheikhmbs, sheikhmohdbs"
Sheikh Zayed Road,community,Dubai,"szr, sheikh zayed, sheik zayed, sheikh zayed rd, sheik zayed rd, sz road, s z r, sheikhzayed, sheikzayed, szrd, sheikh zayed road dubai, dubai szr, szr dubai, sheik zayed road, sheikh zayid, sheik zayid, sheikh zayed r d, s z road"
Shi'bat Al Wutah,community,Al Ain,"shibat alwutah, shibatalwutah, shibat al wuta, shibat alwatah, shibatalwatah, shibat al utah, shibatalutah, shibat al ain, al ain shibat, shibat alwutah al ain, shibat al wutah al ain, shibatalwutahalain, shibat, shibatal wutah"
Sidroh,community,Ras Al Khaimah,"sidro, sidroh rak, rak sidro, sedroh, sidroha, sdro, sidro community, sidro rak city, sydroh, sidrh"
Sifuni,community,Ras Al Khaimah,"sifuni rak, rak sifuni, sifny, sifoni, sifni, sifuni community, sifunirak"
Sweihan,community,Al Ain,"swihan, swehan, swiehan, sweihana, alain sweihan, sweihan al ain, swn, sweh, sweihan city, sweihan alain"
Tawam,community,Al Ain,"tawm, twn, al ain tawam, tawam al ain, tawamcity, tawamarea, tawm al ain, tawm area, tawamm, tawam community"
Technology Park,community,Dubai,"tech park, dtec, dubai tech park, techpark, techpk, tech prk, dxb tech park, tech park dubai, techprk, technolgy park, tech pwrk, tech parck, techpark dubai, techparkdxb"
The Gardens,community,Dubai,"gardens, the gardens dubai, gardens dubai, thegardens, gardens dxb, gdn, gardens comm, gardens community, gardens jebel ali, gardens jlt, the grdns, grdns, gardenss"
The Heights Country Club & Wellness,community,Dubai,"theheights, the heights, heights cc, heights wellness, the heights dubai, dubai heights, heightscc, theheightscc, the heights country club, heights country club, the heights wellness, theheightswellness, heights, hcc, hcc wellness, the heights community, theheightscommunity"
The Lakes,community,Dubai,"lakes, thelakes, lakesdubai, dubailakes, thlakes, lks, lkes, lake, the lake, lakes community"
The Marina,community,Abu Dhabi,"marina, dubai marina, d marina, marina abu dhabi, abudhabi marina, ad marina, marina ad, marina adb, marina community, marina area"
The Oasis by Emaar,community,Dubai,"oas, theoasis, oasisemaar, oasis emaar, emaaroasis, theoasisbyemaar, oasis db, oasis dubai, oasisdxb, oases, oassiss, the oases, oasise, oasisdubai"
The Old Market,community,Ras Al Khaimah,"old market, old mkt, old mkt rak, oldmarket, rak old market, oldmkt, old mrkt, oldmarketrak, rak oldmkt, old market rak"
The Springs,community,Dubai,"sprngs, springs, spr, the spr, sprng, springs dubai, dubai springs, thesprings, springscommunity, sprgs, sprinngs, springgs"
The Sustainable City,community,Dubai,"tsc, the sustainable, sustainable city, sust city, sustcity, thesustainablecity, sustainable, dubai tsc, tsc dubai, sust, sustainablecity, the sust city, sustcity dubai, ts c, sus city"
The Views,community,Dubai,"theviews, views, the vws, vws, thevws, views dubai, dubai views, the views dubai, views dxb, the views dxb, vws dxb, thevws dxb, vievs, the vievs, viewes, the viewes, theviewes, vies"
The Villa,community,Dubai,"thevilla, villa, dubai villa, thevilla dubai, villadubai, villas, villa community, the villa community, vla, the vla, dubai the villa, villadu"
The World Islands,community,Dubai,"world islands, world, the world, worldislands, worldisland, w islands, w island, theworld, worldi, world isl, wisl, worldilands, worldiland, world island dubai, dubai world islands, dubai world, world islands dubai, worldisl, w-islands, w-island"
Thouban,community,Fujairah,"thuban, thoban, thubn, thbn, fuj thouban, thouban fuj, thouban fujairah, fujairah thouban, thoubanfuj, thoubanfujairah, thbn fuj"
Tilal Al Ghaf,community,Dubai,"tag, tilalghaf, tilal al gaf, tilal alghaf, tilalg, tilal, dubai tilal, tilal dub, tag community, tilal al ghaf community, talg, tilal al gaaf, tilalghaff"
Tilal City,community,Sharjah,"tilal, tilalcity, shj tilal, tilal shj, tilalcity sharjah, tilal cty, tlal city, tilalcty, tilal sharjah, tilalcityshj"
Tourist Club Area,community,Abu Dhabi,"tca, tca abu dhabi, tourist club, tourist club ad, tourist club area ad, touristclub, touristclubarea, tca ad, t c a, tca community, tourist club abudhabi"
Town Square,community,Dubai,"ts, tsq, townsq, townsquare, town sq, town-sq, town squar, townsqr, townsq dubai, dubai town square, dxb town square, ts dubai, tsq dubai, town square dxb, townsq dxb, town squere, twnsq, twn square"
Um Altaraffa,community,Sharjah,"umtarafa, um tarafa, umm tarafa, um altarafa, umtaraffa, um tarfa, uat, umt, sharjah umtarafa, umtarafa sharjah, umaltarafa, umtarafa community"
Um Ghaffa,community,Al Ain,"um ghafa, umghafa, um ghaffah, umghaffah, um ghaffa al ain, al ain um ghaffa, um ghafa al ain, umghaffa al ain, umghafa al ain"
Umm Al Nar,community,Abu Dhabi,"uan, umalnar, uan ad, uan abu dhabi, um al nar, umal nar, umalnar ad, umalnar abu dhabi, umalnarr, umalnir, um alnaar"
Umm Al Quwain Marina,community,Umm Al Quwain,"uaq marina, uaqmarina, ummalquwainmarina, um al quwain marina, um alquwain marina, uaq mar, uaq m, uammarina"
Umm Al Sheif,community,Dubai,"uas, umm alsheif, umm al sheef, ummalsheif, umm alshief, uas community, umm al sheif dubai, umm al sheif dxb, uas dxb, ummalsheef"
Umm Al Thuoob,community,Umm Al Quwain,"uaq umm al thuoob, ummalthuoob, um al thuoob, umm al thoob, umm al thub, uathuoob, um al thub, uaq thuoob, umm al thuob uaq, umalthuoob uaq"
Umm Dir,community,Umm Al Quwain,"ummdir, umdir, u.d., u.d, um al quwain umm dir, uaq umm dir, umdir uaq, umm dir uaq, um dir uaq, umadir, umdirr, umdair, umdir community"
Umm Hurair,community,Dubai,"ummhurair, umhurair, um hurair, uh, ummhur, umm h, um h, umhur, ummhurier, umhurier, um hurier, umm hurier, ummhurair dubai, dubai umm hurair, umhurair dxb, ummhurair dxb, umm hurair dxb, um h dxb"
Umm Khanoor,community,Sharjah,"umkhanoor, umm khanur, um khanoor, um khanur, uk, umm k, ummkanoor, ummkanur, umkhnur, umk, sharjah umm khanoor, umm khanoor sharjah, umm khanour, umm khanore"
Umm Ramool,community,Dubai,"umramool, ummramul, um ramul, um ramool, u ramool, umrmool, ummrmool, umm ramol, um ramol, ummraml, umm-ramool, ummramool dubai, umm ramool dubai, dubai umm ramool"
Umm Suqeim,community,Dubai,"us, umsuqeim, um suqeim, ummsuqaim, um suqaim, um suqaym, umsuqaim, um suqim, um suqeem, ums, um suqeim dubai, dubai um suqeim, um suqeim 1, um suqeim 2, um suqeim 3, us1, us2, us3"
Wadi Al Amardi,community,Dubai,"w.al amardi, w.alamardi, wadi amardi, wadi alamardi, wadialamardi, wadi al amardi dubai, wadi alamardi dxb, w.al amardi dxb, wadi amardi dxb, w al amardi, wadi amardy, wadi alamardy, wadi el amardi, wadi al amrd, w.al amardy, wadi al amardi area"
Wadi Al Safa 2,community,Dubai,"wadi alsafa 2, was 2, wadi 2, wadi safa 2, was2, wadisafa2, wadi alsafa two, wadi al safa two, wadi alsfa 2, wadi alsafaa 2, wadi al safa ii, was-2, wadi 2 dubai, wadi alsafa 2 dubai, dubai wadi alsafa 2"
Wadi Al Safa 3,community,Dubai,"was3, wadi alsafa3, wadialsafa3, wasa3, wadi al safa iii, wadi 3, wasafa 3, wadial safa 3, dubai was3, wasafa iii"
Wadi Al Safa 5,community,Dubai,"was 5, wadi alsafa 5, wasafa 5, wadi alsafa5, wasafa5, wadi al safa v, was 5 dubai, wadi al safa 5 dubai, dubai wadi al safa 5, wadi al safa five, wadi al safa-5, was 5 community, wasafa, wadi alsafa"
Wadi Alshabak,community,Dubai,"wadi shabak, w.shabak, w alshabak, wadialshabak, wdi alshabak, wadi alshaback, wadi alshbak, wady alshabak, wadi shabck, w.alshabak, wadishabak"
Wahat AlZaweya,community,Al Ain,"wahat al zawya, wahat al zawiya, wahatalzaweya, waz, waz al ain, wahat al ain, wahat alzaweya al ain, wahat al zawya al ain, wahat, wahat al zawia, wahat alzawya, wahat alzawia, wahat al zawiye, wahat al zawye, wahat alzawiya"
Wasit,community,Sharjah,"wst, wasit sharjah, sharjah wasit, wasitshj, wsit, wasitt, wasset, waset, wasitcomm, wasitarea"
White Bay,community,Umm Al Quwain,"wby, whitebayuaq, wbuaq, whitebay, whitebayummalquwain, uaqwhitebay, wbay, whitebay uaq, whiebay, white bey, whitebae, witebay, whitebaye, whitebay uae"
World Trade Center,community,Dubai,"wtc, dwtc, world trade, trade center, dubai wtc, wtc dubai, dwtc dubai, worldtrade, worldtradecenter, wold trade center, world trad center, wrld trade, tradecentre, dwtc community, wtc area, trade center dubai"
Yas Island,community,Abu Dhabi,"yas, yisland, yasisl, yasi, yasislnd, yasisland, yas island ad, yas ad, ad yas, yasis, yaisland, yasislan, yas-island"
Yasmin Village,community,Ras Al Khaimah,"yvmin village, yasmin vil, yasmin vill, yasmin villg, yasmin vlg, rak yasmin, yasmin village rak, yasmine village, yasmin vilage, yamin village, yasminvil, yasminvillage, yasminvilg, yv village"
Zakher,community,Al Ain,"zkhr, zakher al ain, al ain zakher, zaker, zakher community, zakhers, zkher alain, alain zakher"
Zayed Military City,community,Abu Dhabi,"zmc, zayed military, zayed military city ad, zmc ad, zayed mil city, zayedmilitarycity, zayedmilitry, zayed military cty, zayed mil cty, zmc abu dhabi, zayedmilitary"
Zayed Sports City,community,Abu Dhabi,"zsc, zayed sports, zayed sport city, zayed sportscty, zayedsportscity, zayedsportcity, zsc abu dhabi, zsc ad, zayed sports city ad, zscity, zayed sports cty, zayed sports citi, zayed sport citi, zayedsports, zayed sports-city"
1 JBR,subcommunity,"Jumeirah Beach Residence, Dubai","1jbr, jbr 1, one jbr, 1jumeirah beach residence, 1 jbr tower, 1jbr tower, jbr one, onejbr, 1jbr dubai, jbr1, 1 jbr jbr, jbr residence 1, 1 jumeirah beach, 1jrb, 1jbrr"
10 Oxford,subcommunity,"Jumeirah Village Circle, Dubai","10ox, 10oxford, 10ox jvc, 10oxford jvc, jvc 10ox, jvc 10oxford, 10 ox, 10 ox jvc, 10oxfordjvc, 10oxjvc, tenox, tenoxford, 10oxfordd, 10oxf, 10oxfrd, 10oxfd, 10oxf jvc"
10C Building,subcommunity,"Jumeirah Village Circle, Dubai","10c, 10c bldg, 10c jvc, jvc 10c, 10cbuilding, 10cblg, 10c jvc building, ten c building, 10cbldg, 10c build, 10 c, 10c jv, jvc 10c bldg, 10c residence, 10cres, 10c jvc residential"
15 Northside,subcommunity,"Business Bay, Dubai","15ns, 15n, 15 north, 15 north side, 15northside, 15north, 15nside, business bay 15n, 15n business bay, 15ns business bay, 15 northside business bay, 15nside bb, 15north bb, 15ns bb, 15n bb, 15northside bb"
151 Residence,subcommunity,"Al Satwa, Dubai","151res, 151residence, 151resd, 151satwa, satwa151, 151satwares, 151residnce, 151resedence, 151resdnc, 151residency, 151r, onefiveone, 151 satwa, 151 res, 151resdence"
17 Icon Bay,subcommunity,"Dubai Creek Harbour (The Lagoons), Dubai","17ib, 17 icon, 17 iconbay, 17iconbay, 17icon, dch 17 icon bay, 17 icon bay creek, 17 icon bay dch, 17 iconbay dch, 17icon bay, 17 iconb ay, 17 iconbey, 17 icon bay creek harbour, 17iconbay creek, 17 icon bay laggons, 17 icon bay lagoon, 17 icon bay the lagoons, 17iconb, 17ibdch"
18 Villas Complex,subcommunity,"Khalifa City, Abu Dhabi","18v, 18villas, 18villascomplex, 18villas khalifa city, 18villas kca, 18villas kc, 18villasauh, 18villacomp, 18villa, 18vilas, 18villacomplex, 18villascomplexauh, khalifa city 18v, kca 18v, 18vilascomplex, 18villa complex, 18villas abu dhabi"
1WOOD Residence,subcommunity,"Jumeirah Village Circle, Dubai","1wood, 1woodjvc, 1wood res, 1wood resid, 1woodres, 1woodresidence, jvc 1wood, jvc1wood, onewood, onewoodjvc, onewood residence, onewoodres, 1woodresdence, 1woodresedence, 1woodresidance, 1woodresidens"
20 Villas Project,subcommunity,"Al Khalidiya, Abu Dhabi","20villas, 20v, 20villasalkhalidiya, alkhalidiya20v, 20villasauh, 20villa, twentyvillas, alkhalidiya20villas, 20villasabudhabi, 20villaskh, 20villasalxhalediya, alkhalidia20villas, 20vilas, 20villaas"
2020 Marquis,subcommunity,"Arjan, Dubai","2020marquis, 2020 marq, marquis 2020, 2020arjan, arjan 2020, 2020 mrqs, marquis arjan, arjan marquis, 2020marq, 2020marquis arjan, marquis, 2020m, 2020 marquis arjan, 2020marq arjan, marquis arjan 2020, 2020mrqs, arjan 2020 marquis"
21st Century Tower,subcommunity,"Sheikh Zayed Road, Dubai","21st tower, 21st century, 21 century, 21st, 21st twr, 21stszr, szr 21st, 21st tower szr, 21stct, 21cent, 21stcent, 21sttwr, 21stt, 21st century tower szr, twenty first tower, 21st towre, 21sttowe, 21st century towerr"
23 Marina,subcommunity,"Dubai Marina, Dubai","23mar, 23m, 23 marina tower, 23marina, twentytree marina, 23 marina dubai, marina 23, 23m marina, 23marina dubai, 23 marina t, 23m tower, 23-marina, 23 marina building"
23 North Townhouse by NED Al Ghurair,subcommunity,"Al Furjan, Dubai","23north, 23northth, 23nt, 23ntth, 23northned, 23northalghurair, 23northalfurjan, alfurjan23north, 23nth, 23northtownhouse, 23norththnhouse, 23northtown, 23northalghurairth, 23noth, 23northtwn, 23northnedth, 23northfurjan, 23nthfurjan, 23nthtownhouse, 23northtownhousealfurjan"
25Hours Heimat,subcommunity,"Downtown Dubai, Dubai","25h, 25 hours, 25h heimat, 25hours, 25h downtown, 25h dt, 25 hours downtown, 25h hmt, 25hheumat, 25hhimat, 25h heimat downtown, 25hours heimat downtown, 25hdt, 25hdtwn, 25hoursdt, 25hheimat, 25hdtown, 25h dxb, 25h downtown dubai, 25h heimat dxb"
29 Burj Boulevard,subcommunity,"Downtown Dubai, Dubai","29bb, 29 boulevard, 29 blvd, 29 burj, 29bbd, 29 boulevard downtown, 29 blvd downtown, downtown 29bb, 29boulevard, 29blvd, 29burjboulevard, 29burjblvd, 29 bvd, 29bvd, 29 bulivard, 29 boluevard, 29 bulvard, 29 bourj boulevard, 29bb downtown, 29 boulevard dubai"
29 Dubai South,subcommunity,"Dubai South (Dubai World Central), Dubai","29ds, 29, 29dubaisouth, 29dubaicentral, twentyninedubaisouth, dubaisouth29, ds29, dsc29, 29dwc, 29south, 29d.south, 29sub, 29dsub, 29d-south, 29southdubai"
2nd Street,subcommunity,"Airport Road, Abu Dhabi","2nd st, 2ndstreet, 2ndst, 2nd st ad, 2nd street ad, 2nd st airport rd, 2nd st abu dhabi, 2ndstreetad, 2ndstr, 2ndrd, 2nd st auh, 2ndstreetauh, 2nd st airportroad, 2ndstreetairportroad, 2nd street airport road"
3 Sails Tower,subcommunity,"Corniche Road, Abu Dhabi","3sails, 3sails tower, 3 sails, 3sails corniche, 3sails ad, 3sails abu dhabi, 3sailstower, 3sailsabudhabi, 3sails corniche rd, 3 sails corniche, 3 sail, 3sails twr"
32 Villas,subcommunity,"Dubai Media City, Dubai","32v, 32villa, 32villasdmc, 32villas media city, 32villas mediacity, 32 villlas, 32vilas, thirty two villas, dm c 32villas, 32villas dmc, 32villa dmc, 32villasdubaimediacity, 32villass, 32villasmediacity"
34 Villas Project,subcommunity,"Khalifa City, Abu Dhabi","34villas, 34v, 34 villas k, 34 villas k-city, 34 villas khalifa, 34 villas abu dhabi, k city 34 villas, kcity 34v, 34villas kcity, 34 villa, 34 villa project, 34villas project, 34v proj, 34villas auh, 34villas ad, 34villasabu, khalifa city 34, k-city 34, 34 villas khalifacity, 34villas khalifa, 34 villass, 34vila, 34villas pro, 34v pro, 34villas k city"
48 Parkside,subcommunity,"Arjan, Dubai","48ps, 48 park, 48side, 48 park side, 48parkside, 48 parkside arjan, arjan 48, arjan 48ps, 48pkside, 48parksid, 48prkside, 48 parksed, 48park side, forty eight parkside, 48ps arjan, 48 park side arjan, 48pk side"
4Direction Residence 1,subcommunity,"Dubai Residence Complex, Dubai","4dr1, 4dres1, 4dir, 4dirres, 4dresidence1, 4dr, 4d residence, 4direction, 4dir 1, 4dr 1, 4dirres1, 4dres, 4dir residence, drc 4dr1, 4dr1 drc, 4direction1, 4dresidence 1, 4direc residence, 4dir residence 1, 4dr1 dubai residence complex, 4dir res 1, 4dr residence 1, 4dres1 drc, 4dresidenceone"
5242,subcommunity,"Dubai Marina, Dubai","52, 52-42, 5242marina, 5242 marina, marina 5242, 5242towers, 52 42, 5242dubaimarina, 5242tower, 5242 m, 5242dubaio, 52/42"
555 Park Views,subcommunity,"Jumeirah Village Triangle, Dubai","555pv, 555 park, 555 parkview, jvt 555, jvt 555 park views, jvt 555pv, 555p views, 555prk views, 555parkviews, 555pvjvt, park views 555, 555 prk view, 555 prkvw, 555 parkview jvt, 555 park vw, 555 parkviews jvt"
5th Avenue,subcommunity,"Al Furjan, Dubai","5thave, 5thavealfurjan, 5thavenuefurjan, 5thavefurjan, fifthave, fifthavenue, 5th ave, alfurjan 5th ave, 5thaveal f, 5th av, 5thave al furjan, 5thavenue al furjan, 5th ave furjan, 5thav, 5th avenue al furjan"
7 West Residences,subcommunity,"Jumeirah Village Circle, Dubai","7w, 7west, 7westres, 7westresidences, 7westresidence, 7wres, 7wresidences, 7westjvc, jvc7west, 7w jvc, 7west jvc, sevenwest, sevenwestresidences, 7westresidence jvc, 7wresjvc, 7westres jvc, 7wresidence, 7west res, 7west res jvc"
88 Tower,subcommunity,"Al Khan, Sharjah","88t, 88 tower sharjah, 88twr, 88tower al khan, 88alkhan, 88t shj, 88tr, 88twr shj, 88tower shj, 88th tower, 88 tower al khan, 88twnr, 88twr al khan, 88twralkhan"
8W Building,subcommunity,"Dubai Airport Freezone (DAFZA), Dubai","8w, 8w dafza, dafza 8w, 8w bldg, 8w bld, eight w, 8w building dafza, dafza 8w building, 8w building dubai, 8w dafza dubai, 8wbuilding, 8wbuild, 8w bldg dafza, 8w bldg dubai"
99 Park Place,subcommunity,"Jumeirah Village Circle, Dubai","99pp, 99 park, 99pp jvc, 99 park jvc, jvc 99pp, 99parkplace, 99prk, 99park, 99pp jumeirah village circle, 99parkplace jvc, 99ppjvc, 99 park pl, 99 park place jvc, 99p place, 99 parkp, 99parkpl, 99park plc"
A A Tower,subcommunity,"Sheikh Zayed Road, Dubai","aa, aatower, aa tower szr, aatowerszr, szr aa, aatwr, aa twr, a atower, aa towre, aa towerr, aatowr, aa-tower"
A La Carte Villas,subcommunity,"DAMAC Hills, Dubai","alc, a la carte, alacarte, alacartevillas, damac hills a la carte, dh a la carte, alacarte damac, alacarte vls, alacart, a la cart, a la carte villa, alacarte villas damac, dh alacarte"
A Villas,subcommunity,"Living Legends, Dubai","avillas, avilla, living legends villas, legends villas, llvillas, luvillas, livinglegendsavillas, avilas, avilas living legends, living legends avillas, ll avillas, avillas living legends"
A&F Tower,subcommunity,"Al Nuaimiya, Ajman","a&f, a and f, af tower, a&ftower, aftower, a&f ajman, af ajman, al nuaimiya a&f, a&f al nuaimiya, nuaimiya a&f, af nuaimiya, a&f twr, af twr, a&f twr ajman, a & f tower"
7 Park Central,subcommunity,"Jumeirah Village Circle, Dubai","7pc, 7 park, 7pcdubai, 7pc jvc, jvc 7pc, 7parkcentral, 7park, 7parkcentraljvc, 7p central, 7pc jumeirah village circle, 7park c, 7 pc jvc, jvc 7 park central, 7pcc, 7pc jv, 7parkcentral dubai, 7 p c, 7pk central, 7parkcenteral, 7pcjvc"
AAA Residence,subcommunity,"Jumeirah Village Circle, Dubai","aaa, aaa res, aaa resid, aaa residences, aaares, aaaresidence, aaaresidences, aaa jvc, jvc aaa, aaa jvc residence, aaa residence jvc, aaresidence, aaa resi, aaa resd, aaaresid, aaa residnce, aaa resedence, aaa residence in jvc"
Aark Residences,subcommunity,"Dubai Residence Complex, Dubai","aark, aark res, aark residence, aark residences drc, aark drc, aark residence complex, ark residences, ark res, aarkres, aarkresidences, drc aark, aark residence complex dubai"
Aayah Residences,subcommunity,"Jumeirah Village Circle, Dubai","aayah, aayah res, aayah jvc, jvc aayah, ayah residences, ayah res, ayah jvc, jvc ayah, aayahres, ayahres, ayh res, aayah residence, ayah residence"
AB Cavalier,subcommunity,"Jumeirah Village Circle, Dubai","abc, ab cav, abcavalier, abcav, ab cavallier, ab cavaleir, jvc abc, jvc abcav, abc jvc, abcav jvc, abccavalier, ab cavlier, ab cavleir"
AB Residences,subcommunity,"Dubai South (Dubai World Central), Dubai","ab, abr, abres, abresidences, ab-res, abresidence, abresidencies, abresd, abresidense, ab res, ab resi, dubaisouth ab, ab dubai south, ab dwc, ab-dwc, abres dwc, abresidences dubai south"
